Quarter,Postal code,One-room flat,Two-room flat,Three-room flat+,Terraced houses
2013Q2,00380 Pitäjänmäen teollisuusalue   (Helsinki ),..,4427,4340,..
2013Q2,00390 Konala   (Helsinki ),..,2754,..,2809
2013Q2,00400 Pohjois-Haaga   (Helsinki ),4505,3515,3515,..
2013Q2,00410 Malminkartano   (Helsinki ),..,..,..,..
2013Q2,00420 Kannelmäki   (Helsinki ),3860,2888,2617,3077
2013Q2,00430 Maununneva   (Helsinki ),..,..,..,..
2013Q2,00440 Lassila   (Helsinki ),4225,3372,3010,..
2013Q2,00500 Sörnäinen   (Helsinki ),5166,4523,4119,..
2013Q2,00510 Etu-Vallila - Alppila   (Helsinki ),..,4420,..,..
2013Q2,00520 Itä-Pasila   (Helsinki ),..,..,4071,..
2013Q2,00530 Kallio   (Helsinki ),5382,4838,4550,..
2013Q2,00540 Kalasatama   (Helsinki ),..,..,..,..
2013Q2,00550 Vallila   (Helsinki ),..,4309,4223,..
2013Q2,00560 Toukola-Vanhakaupunki   (Helsinki ),..,4672,4589,..
2013Q2,00570 Kulosaari   (Helsinki ),..,4242,3917,..
2013Q2,00580 Verkkosaari   (Helsinki ),..,..,..,..
2013Q2,00590 Kaitalahti   (Helsinki ),..,..,..,..
2013Q2,00600 Koskela-Helsinki   (Helsinki ),..,..,..,..
2013Q2,00610 Käpylä   (Helsinki ),..,..,3788,..
2013Q2,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),..,3548,3009,..
2013Q2,00630 Maunula-Suursuo   (Helsinki ),..,3063,2412,..
2013Q2,00640 Oulunkylä-Patola   (Helsinki ),..,3293,2900,..
2013Q2,00650 Veräjämäki   (Helsinki ),..,..,..,..
2013Q2,00660 Länsi-Pakila   (Helsinki ),..,..,..,3973
2013Q2,00670 Paloheinä   (Helsinki ),..,..,..,..
2013Q2,00680 Itä-Pakila   (Helsinki ),..,..,..,..
2013Q2,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),..,..,..,..
2013Q2,00700 Malmi   (Helsinki ),4046,3234,2673,3133
2013Q2,00710 Pihlajamäki   (Helsinki ),..,2451,2383,..
2013Q2,00720 Pukinmäki-Savela   (Helsinki ),..,3218,2721,..
2013Q2,00730 Tapanila   (Helsinki ),..,2834,..,3316
2013Q2,00740 Siltamäki   (Helsinki ),..,..,..,2899
2013Q2,00750 Puistola   (Helsinki ),..,..,..,2919
2013Q2,00760 Suurmetsä   (Helsinki ),..,..,..,2740
2013Q2,00770 Jakomäki - Alppikylä   (Helsinki ),..,..,..,..
2013Q2,00780 Tapaninvainio   (Helsinki ),..,..,..,3203
2013Q2,00790 Viikki   (Helsinki ),..,4237,3892,..
2013Q2,00800 Länsi-Herttoniemi   (Helsinki ),..,3964,3639,..
2013Q2,00810 Herttoniemi   (Helsinki ),..,..,3915,..
2013Q2,00820 Roihuvuori   (Helsinki ),..,..,2615,..
2013Q2,00830 Tammisalo   (Helsinki ),..,..,..,..
2013Q2,00840 Laajasalo   (Helsinki ),..,..,2743,3578
2013Q2,00850 Jollas   (Helsinki ),..,..,..,..
2013Q2,00870 Etelä-Laajasalo   (Helsinki ),..,..,..,..
2013Q2,00890 Itäsalmi   (Helsinki ),..,..,..,..
2013Q2,00900 Puotinharju   (Helsinki ),..,..,..,..
2013Q2,00910 Puotila   (Helsinki ),..,3265,2733,..
2013Q2,00920 Myllypuro   (Helsinki ),..,2760,2017,..
2013Q2,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,3112,..,..
2013Q2,00940 Kontula - Vesala   (Helsinki ),..,..,2172,2512
2013Q2,00950 Vartioharju   (Helsinki ),..,..,..,..
2013Q2,00960 Pohjois-Vuosaari   (Helsinki ),..,2715,2445,..
2013Q2,00970 Mellunmäki   (Helsinki ),..,2606,2353,..
2013Q2,00980 Etelä-Vuosaari   (Helsinki ),..,..,2551,3082
2013Q2,00990 Aurinkolahti   (Helsinki ),..,4530,3926,..
2013Q2,01200 Hakunila   (Vantaa ),..,2252,1817,..
2013Q2,01230 Vaarala   (Vantaa ),..,..,..,..
2013Q2,01260 Itä-Hakkila   (Vantaa ),..,..,..,2715
2013Q2,01280 Länsimäki   (Vantaa ),..,..,2029,2919
2013Q2,01300 Tikkurila   (Vantaa ),3562,2964,2619,2906
2013Q2,01340 Leinelä   (Vantaa ),..,..,..,..
2013Q2,01350 Hiekkaharju   (Vantaa ),2955,2294,1998,2870
2013Q2,01360 Koivukylä-Havukoski   (Vantaa ),2827,2192,1904,2836
2013Q2,01370 Jokiniemi   (Vantaa ),..,3056,..,..
2013Q2,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2013Q2,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,3143
2013Q2,01400 Rekola   (Vantaa ),..,..,..,..
2013Q2,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2013Q2,01450 Korso   (Vantaa ),3263,2201,2013,2851
2013Q2,01480 Mikkola   (Vantaa ),..,2227,..,..
2013Q2,01510 Kirkonkylä-Veromäki   (Vantaa ),..,4048,..,..
2013Q2,01520 Tammisto   (Vantaa ),..,..,..,3789
2013Q2,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2013Q2,01600 Myyrmäki   (Vantaa ),..,2612,2329,..
2013Q2,01610 Kaivoksela   (Vantaa ),..,2502,2499,..
2013Q2,01620 Martinlaakso   (Vantaa ),..,..,2203,2715
2013Q2,01630 Hämeenkylä   (Vantaa ),..,..,..,3031
2013Q2,01640 Hämevaara   (Vantaa ),..,..,..,..
2013Q2,01650 Vapaala   (Vantaa ),..,2076,1867,..
2013Q2,01660 Varisto   (Vantaa ),..,..,..,..
2013Q2,01670 Vantaanlaakso   (Vantaa ),..,..,..,..
2013Q2,01680 Askisto   (Vantaa ),..,..,..,..
2013Q2,01690 Ylästö   (Vantaa ),..,..,..,3232
2013Q2,01700 Kivistö   (Vantaa ),..,..,..,..
2013Q2,01710 Pähkinärinne   (Vantaa ),..,2812,2253,..
2013Q2,01720 Petikko   (Vantaa ),..,..,..,..
2013Q2,01730 Vantaanpuisto   (Vantaa ),..,..,..,..
2013Q2,01750 Keimola   (Vantaa ),..,..,..,..
2013Q2,01760 Seutula   (Vantaa ),..,..,..,..
2013Q2,02100 Tapiola   (Espoo ),..,..,3891,..
2013Q2,02110 Otsolahti   (Espoo ),..,..,..,..
2013Q2,02120 Länsikorkee-Suvikumpu   (Espoo ),..,..,3576,..
2013Q2,02130 Pohjois-Tapiola   (Espoo ),..,3694,3818,3816
2013Q2,02140 Laajalahti   (Espoo ),..,..,..,3391
2013Q2,02150 Otaniemi   (Espoo ),..,..,..,..
2013Q2,02160 Westend   (Espoo ),..,..,..,..
2013Q2,02170 Haukilahti   (Espoo ),..,..,3323,3886
2013Q2,02180 Mankkaa   (Espoo ),..,..,..,3530
2013Q2,02200 Niittykumpu   (Espoo ),..,..,3494,3445
2013Q2,02210 Olari   (Espoo ),..,..,2699,3265
2013Q2,02230 Matinkylä   (Espoo ),4286,3550,2751,4258
2013Q2,02240 Friisilä   (Espoo ),..,..,..,..
2013Q2,02250 Henttaa   (Espoo ),..,..,..,..
2013Q2,02260 Kaitaa   (Espoo ),..,..,..,3409
2013Q2,02270 Finnoo-Eestinmalmi   (Espoo ),..,..,..,..
2013Q2,02280 Malminmäki-Eestinlaakso   (Espoo ),..,..,..,..
2013Q2,02300 Nöykkiönpuro   (Espoo ),..,..,..,..
2013Q2,02320 Espoonlahti   (Espoo ),3693,3034,2799,3387
2013Q2,02330 Saunalahti-Kattilalaakso   (Espoo ),..,..,..,3349
2013Q2,02340 Latokaski   (Espoo ),..,..,..,3052
2013Q2,02360 Soukka   (Espoo ),..,..,2072,3635
2013Q2,02380 Suvisaaristo   (Espoo ),..,..,..,..
2013Q2,02600 Etelä-Leppävaara   (Espoo ),..,4110,3390,..
2013Q2,02610 Kilo   (Espoo ),..,..,..,..
2013Q2,02620 Karakallio   (Espoo ),..,2851,2172,..
2013Q2,02630 Nihtisilta   (Espoo ),..,..,..,..
2013Q2,02650 Pohjois-Leppävaara   (Espoo ),..,3315,3284,..
2013Q2,02660 Lintuvaara   (Espoo ),..,..,..,..
2013Q2,02680 Uusmäki   (Espoo ),..,..,..,..
2013Q2,02700 Kauniainen   (Kauniainen ),..,..,3229,3571
2013Q2,02710 Viherlaakso   (Espoo ),..,..,2258,3395
2013Q2,02720 Lähderanta   (Espoo ),..,..,..,..
2013Q2,02730 Jupperi   (Espoo ),..,..,..,..
2013Q2,02740 Bemböle-Pakankylä   (Espoo ),..,..,..,..
2013Q2,02750 Sepänkylä-Kuurinniitty   (Espoo ),..,..,..,..
2013Q2,02760 Tuomarila-Suvela   (Espoo ),..,..,2320,2892
2013Q2,02770 Espoon Keskus   (Espoo ),..,2874,..,..
2013Q2,02780 Kauklahti   (Espoo ),..,..,..,..
2013Q2,02810 Gumböle-Karhusuo   (Espoo ),..,..,..,..
2013Q2,02820 Nupuri-Nuuksio   (Espoo ),..,..,..,..
2013Q2,02860 Siikajärvi   (Espoo ),..,..,..,..
2013Q2,02920 Niipperi   (Espoo ),..,..,..,..
2013Q2,02940 Lippajärvi-Järvenperä   (Espoo ),..,..,..,..
2013Q2,02970 Kalajärvi   (Espoo ),..,..,..,..
2013Q2,02980 Lakisto   (Espoo ),..,..,..,..
2013Q3,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),6937,6394,5715,..
2013Q3,00120 Punavuori   (Helsinki ),6948,6397,6002,..
2013Q3,00130 Kaartinkaupunki   (Helsinki ),..,..,..,..
2013Q3,00140 Kaivopuisto - Ullanlinna   (Helsinki ),7220,6531,6664,..
2013Q3,00150 Eira - Hernesaari   (Helsinki ),6479,5918,6829,..
2013Q3,00160 Katajanokka   (Helsinki ),..,6668,..,..
2013Q3,00170 Kruununhaka   (Helsinki ),6733,6641,6252,..
2013Q3,00180 Kamppi - Ruoholahti   (Helsinki ),..,5894,..,..
2013Q3,00190 Suomenlinna   (Helsinki ),..,..,..,..
2013Q3,00200 Lauttasaari   (Helsinki ),..,4742,4767,..
2013Q3,00210 Vattuniemi   (Helsinki ),5650,5095,4841,..
2013Q3,00220 Jätkäsaari   (Helsinki ),..,..,..,..
2013Q3,00240 Länsi-Pasila   (Helsinki ),..,..,..,..
2013Q3,00250 Taka-Töölö   (Helsinki ),6048,5437,4889,..
2013Q3,00260 Keski-Töölö   (Helsinki ),..,..,5059,..
2013Q3,00270 Pohjois-Meilahti   (Helsinki ),6256,5220,4729,..
2013Q3,00280 Ruskeasuo   (Helsinki ),..,..,4727,..
2013Q3,00290 Meilahden sairaala-alue   (Helsinki ),..,..,..,..
2013Q3,00300 Pikku Huopalahti   (Helsinki ),..,..,..,..
2013Q3,00310 Kivihaka   (Helsinki ),..,..,..,..
2013Q3,00320 Etelä-Haaga   (Helsinki ),4955,3997,3942,..
2013Q3,00330 Munkkiniemi   (Helsinki ),..,5085,4960,..
2013Q3,00340 Kuusisaari-Lehtisaari   (Helsinki ),..,..,..,..
2013Q3,00350 Munkkivuori-Niemenmäki   (Helsinki ),..,4028,3932,..
2013Q3,00360 Pajamäki   (Helsinki ),..,..,..,..
2013Q3,00370 Reimarla   (Helsinki ),..,..,..,..
2013Q3,00380 Pitäjänmäen teollisuusalue   (Helsinki ),..,..,..,..
2013Q3,00390 Konala   (Helsinki ),..,..,2898,3149
2013Q3,00400 Pohjois-Haaga   (Helsinki ),..,..,3247,..
2013Q3,00410 Malminkartano   (Helsinki ),..,..,2264,..
2013Q3,00420 Kannelmäki   (Helsinki ),..,2883,2414,..
2013Q3,00430 Maununneva   (Helsinki ),..,..,..,3235
2013Q3,00440 Lassila   (Helsinki ),..,..,3183,..
2013Q3,00500 Sörnäinen   (Helsinki ),..,4493,..,..
2013Q3,00510 Etu-Vallila - Alppila   (Helsinki ),..,4814,..,..
2013Q3,00520 Itä-Pasila   (Helsinki ),4668,4359,4938,..
2013Q3,00530 Kallio   (Helsinki ),5462,4719,4403,..
2013Q3,00540 Kalasatama   (Helsinki ),..,..,..,..
2013Q3,00550 Vallila   (Helsinki ),4604,4077,3985,..
2013Q3,00560 Toukola-Vanhakaupunki   (Helsinki ),..,4923,5181,..
2013Q3,00570 Kulosaari   (Helsinki ),..,4204,..,..
2013Q3,00580 Verkkosaari   (Helsinki ),..,..,..,..
2013Q3,00590 Kaitalahti   (Helsinki ),..,..,..,..
2013Q3,00600 Koskela-Helsinki   (Helsinki ),..,..,..,..
2013Q3,00610 Käpylä   (Helsinki ),4794,4208,..,..
2013Q3,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),..,3553,..,..
2013Q3,00630 Maunula-Suursuo   (Helsinki ),4037,3317,..,..
2013Q3,00640 Oulunkylä-Patola   (Helsinki ),..,3368,2742,..
2013Q3,00650 Veräjämäki   (Helsinki ),..,..,..,..
2013Q3,00660 Länsi-Pakila   (Helsinki ),..,..,..,..
2013Q3,00670 Paloheinä   (Helsinki ),..,..,..,3616
2013Q3,00680 Itä-Pakila   (Helsinki ),..,..,..,..
2013Q3,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),..,..,..,..
2013Q3,00700 Malmi   (Helsinki ),3605,2929,3120,2982
2013Q3,00710 Pihlajamäki   (Helsinki ),..,2396,2429,..
2013Q3,00720 Pukinmäki-Savela   (Helsinki ),..,3318,2842,..
2013Q3,00730 Tapanila   (Helsinki ),..,..,..,3474
2013Q3,00740 Siltamäki   (Helsinki ),..,..,2112,3064
2013Q3,00750 Puistola   (Helsinki ),..,..,..,..
2013Q3,00760 Suurmetsä   (Helsinki ),..,..,..,..
2013Q3,00770 Jakomäki - Alppikylä   (Helsinki ),..,..,..,..
2013Q3,00780 Tapaninvainio   (Helsinki ),..,..,..,3427
2013Q3,00790 Viikki   (Helsinki ),..,4097,3674,..
2013Q3,00800 Länsi-Herttoniemi   (Helsinki ),..,3628,3644,..
2013Q3,00810 Herttoniemi   (Helsinki ),..,..,3868,..
2013Q3,00820 Roihuvuori   (Helsinki ),..,..,2651,..
2013Q3,00830 Tammisalo   (Helsinki ),..,..,..,..
2013Q3,00840 Laajasalo   (Helsinki ),..,3042,2666,..
2013Q3,00850 Jollas   (Helsinki ),..,..,..,..
2013Q3,00870 Etelä-Laajasalo   (Helsinki ),..,..,2559,..
2013Q3,00890 Itäsalmi   (Helsinki ),..,..,..,..
2013Q3,00900 Puotinharju   (Helsinki ),..,..,2367,..
2013Q3,00910 Puotila   (Helsinki ),..,2850,2804,..
2013Q3,00920 Myllypuro   (Helsinki ),..,..,2178,3081
2013Q3,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,..,..,..
2013Q3,00940 Kontula - Vesala   (Helsinki ),..,..,2101,2794
2013Q3,00950 Vartioharju   (Helsinki ),..,..,..,..
2013Q3,00960 Pohjois-Vuosaari   (Helsinki ),..,2646,2493,..
2013Q3,00970 Mellunmäki   (Helsinki ),..,2562,..,..
2013Q3,00980 Etelä-Vuosaari   (Helsinki ),..,..,2568,3179
2013Q3,00990 Aurinkolahti   (Helsinki ),..,4453,4307,..
2013Q3,01200 Hakunila   (Vantaa ),..,2069,1898,..
2013Q3,01230 Vaarala   (Vantaa ),..,..,..,2749
2013Q3,01260 Itä-Hakkila   (Vantaa ),..,..,..,..
2013Q3,01280 Länsimäki   (Vantaa ),..,..,2030,3056
2013Q3,01300 Tikkurila   (Vantaa ),3934,3009,2743,2884
2013Q3,01340 Leinelä   (Vantaa ),..,..,..,..
2013Q3,01350 Hiekkaharju   (Vantaa ),..,..,2086,2762
2013Q3,01360 Koivukylä-Havukoski   (Vantaa ),..,2084,1958,..
2013Q3,01370 Jokiniemi   (Vantaa ),..,2904,..,..
2013Q3,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2013Q3,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,..
2013Q3,01400 Rekola   (Vantaa ),..,..,..,..
2013Q3,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2013Q3,01450 Korso   (Vantaa ),3123,2091,2033,2746
2013Q3,01480 Mikkola   (Vantaa ),..,2198,1651,..
2013Q3,01510 Kirkonkylä-Veromäki   (Vantaa ),..,..,..,..
2013Q3,01520 Tammisto   (Vantaa ),..,..,3470,3617
2013Q3,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2013Q3,01600 Myyrmäki   (Vantaa ),3653,2645,2330,..
2013Q3,01610 Kaivoksela   (Vantaa ),..,3127,..,..
2013Q3,01620 Martinlaakso   (Vantaa ),3411,2369,2159,2554
2013Q3,01630 Hämeenkylä   (Vantaa ),..,..,..,..
2013Q3,01640 Hämevaara   (Vantaa ),..,..,..,..
2013Q3,01650 Vapaala   (Vantaa ),..,1953,..,..
2013Q3,01660 Varisto   (Vantaa ),..,..,..,..
2013Q3,01670 Vantaanlaakso   (Vantaa ),..,..,..,..
2013Q3,01680 Askisto   (Vantaa ),..,..,..,..
2013Q3,01690 Ylästö   (Vantaa ),..,..,..,..
2013Q3,01700 Kivistö   (Vantaa ),..,..,..,..
2013Q3,01710 Pähkinärinne   (Vantaa ),..,2506,2341,..
2013Q3,01720 Petikko   (Vantaa ),..,..,..,..
2013Q3,01730 Vantaanpuisto   (Vantaa ),..,..,..,..
2013Q3,01750 Keimola   (Vantaa ),..,..,..,..
2013Q3,01760 Seutula   (Vantaa ),..,..,..,..
2013Q3,02100 Tapiola   (Espoo ),..,4761,..,..
2013Q3,02110 Otsolahti   (Espoo ),..,..,3795,..
2013Q3,02120 Länsikorkee-Suvikumpu   (Espoo ),..,..,3710,..
2013Q3,02130 Pohjois-Tapiola   (Espoo ),..,..,3792,..
2013Q3,02140 Laajalahti   (Espoo ),..,..,..,..
2013Q3,02150 Otaniemi   (Espoo ),..,..,..,..
2013Q3,02160 Westend   (Espoo ),..,..,..,..
2013Q3,02170 Haukilahti   (Espoo ),..,..,3557,4082
2013Q3,02180 Mankkaa   (Espoo ),..,..,..,..
2013Q3,02200 Niittykumpu   (Espoo ),..,..,3298,3491
2013Q3,02210 Olari   (Espoo ),..,..,2963,3279
2013Q3,02230 Matinkylä   (Espoo ),4408,3861,3192,3940
2013Q3,02240 Friisilä   (Espoo ),..,..,..,..
2013Q3,02250 Henttaa   (Espoo ),..,..,..,..
2013Q3,02260 Kaitaa   (Espoo ),..,..,..,..
2013Q3,02270 Finnoo-Eestinmalmi   (Espoo ),..,..,..,3358
2013Q3,02280 Malminmäki-Eestinlaakso   (Espoo ),..,..,..,..
2013Q3,02300 Nöykkiönpuro   (Espoo ),..,..,..,..
2013Q3,02320 Espoonlahti   (Espoo ),3477,3245,2462,3339
2013Q3,02330 Saunalahti-Kattilalaakso   (Espoo ),..,..,..,..
2013Q3,02340 Latokaski   (Espoo ),..,..,..,3222
2013Q3,02360 Soukka   (Espoo ),3299,2222,2129,3319
2013Q3,02380 Suvisaaristo   (Espoo ),..,..,..,..
2013Q3,02600 Etelä-Leppävaara   (Espoo ),..,3454,3423,..
2013Q3,02610 Kilo   (Espoo ),..,..,..,3661
2013Q3,02620 Karakallio   (Espoo ),..,..,2728,3532
2013Q3,02630 Nihtisilta   (Espoo ),..,..,..,..
2013Q3,02650 Pohjois-Leppävaara   (Espoo ),..,3692,3272,..
2013Q3,02660 Lintuvaara   (Espoo ),..,..,..,..
2013Q3,02680 Uusmäki   (Espoo ),..,..,..,..
2013Q3,02700 Kauniainen   (Kauniainen ),..,..,..,3871
2013Q3,02710 Viherlaakso   (Espoo ),..,2597,..,3437
2013Q3,02720 Lähderanta   (Espoo ),..,..,..,..
2013Q3,02730 Jupperi   (Espoo ),..,..,..,..
2013Q3,02740 Bemböle-Pakankylä   (Espoo ),..,..,..,..
2013Q3,02750 Sepänkylä-Kuurinniitty   (Espoo ),..,..,..,3671
2013Q3,02760 Tuomarila-Suvela   (Espoo ),..,..,2426,3049
2013Q3,02770 Espoon Keskus   (Espoo ),..,..,..,3101
2013Q3,02780 Kauklahti   (Espoo ),..,..,..,..
2013Q3,02810 Gumböle-Karhusuo   (Espoo ),..,..,..,..
2013Q3,02820 Nupuri-Nuuksio   (Espoo ),..,..,..,..
2013Q3,02860 Siikajärvi   (Espoo ),..,..,..,..
2013Q3,02920 Niipperi   (Espoo ),..,..,..,..
2013Q3,02940 Lippajärvi-Järvenperä   (Espoo ),..,..,..,3049
2013Q3,02970 Kalajärvi   (Espoo ),..,..,..,3030
2013Q3,02980 Lakisto   (Espoo ),..,..,..,..
2013Q4,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),6475,6073,5701,..
2013Q4,00120 Punavuori   (Helsinki ),6061,6260,6131,..
2013Q4,00130 Kaartinkaupunki   (Helsinki ),..,..,..,..
2013Q4,00140 Kaivopuisto - Ullanlinna   (Helsinki ),7602,6975,6628,..
2013Q4,00150 Eira - Hernesaari   (Helsinki ),6793,6500,6543,..
2013Q4,00160 Katajanokka   (Helsinki ),..,..,..,..
2013Q4,00170 Kruununhaka   (Helsinki ),6285,6031,5989,..
2013Q4,00180 Kamppi - Ruoholahti   (Helsinki ),..,5602,5736,..
2013Q4,00190 Suomenlinna   (Helsinki ),..,..,..,..
2013Q4,00200 Lauttasaari   (Helsinki ),..,4820,4711,..
2013Q4,00210 Vattuniemi   (Helsinki ),6027,4711,5071,..
2013Q4,00220 Jätkäsaari   (Helsinki ),..,..,..,..
2013Q4,00240 Länsi-Pasila   (Helsinki ),..,..,..,..
2013Q4,00250 Taka-Töölö   (Helsinki ),6275,5502,5086,..
2013Q4,00260 Keski-Töölö   (Helsinki ),6359,5756,5879,..
2013Q4,00270 Pohjois-Meilahti   (Helsinki ),6191,5667,4939,..
2013Q4,00280 Ruskeasuo   (Helsinki ),..,..,5262,..
2013Q4,00290 Meilahden sairaala-alue   (Helsinki ),..,..,..,..
2013Q4,00300 Pikku Huopalahti   (Helsinki ),..,..,..,..
2013Q4,00310 Kivihaka   (Helsinki ),..,..,..,..
2013Q4,00320 Etelä-Haaga   (Helsinki ),4714,4073,3744,..
2013Q4,00330 Munkkiniemi   (Helsinki ),..,..,4588,..
2013Q4,00340 Kuusisaari-Lehtisaari   (Helsinki ),..,..,..,..
2013Q4,00350 Munkkivuori-Niemenmäki   (Helsinki ),..,4089,3925,..
2013Q4,00360 Pajamäki   (Helsinki ),..,..,..,..
2013Q4,00370 Reimarla   (Helsinki ),..,..,..,..
2013Q4,00380 Pitäjänmäen teollisuusalue   (Helsinki ),..,..,..,..
2013Q4,00390 Konala   (Helsinki ),..,2901,..,..
2013Q4,00400 Pohjois-Haaga   (Helsinki ),4942,3602,3438,..
2013Q4,00410 Malminkartano   (Helsinki ),..,..,..,..
2013Q4,00420 Kannelmäki   (Helsinki ),..,3177,2680,..
2013Q4,00430 Maununneva   (Helsinki ),..,..,..,..
2013Q4,00440 Lassila   (Helsinki ),..,..,3089,..
2013Q4,00500 Sörnäinen   (Helsinki ),..,4636,..,..
2013Q4,00510 Etu-Vallila - Alppila   (Helsinki ),5055,4418,3896,..
2013Q4,00520 Itä-Pasila   (Helsinki ),4894,4320,3887,..
2013Q4,00530 Kallio   (Helsinki ),5605,4869,4720,..
2013Q4,00540 Kalasatama   (Helsinki ),..,..,..,..
2013Q4,00550 Vallila   (Helsinki ),..,4512,..,..
2013Q4,00560 Toukola-Vanhakaupunki   (Helsinki ),..,4854,4770,..
2013Q4,00570 Kulosaari   (Helsinki ),..,..,3997,..
2013Q4,00580 Verkkosaari   (Helsinki ),..,..,..,..
2013Q4,00590 Kaitalahti   (Helsinki ),..,..,..,..
2013Q4,00600 Koskela-Helsinki   (Helsinki ),..,..,..,..
2013Q4,00610 Käpylä   (Helsinki ),..,4608,4077,..
2013Q4,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),..,..,..,..
2013Q4,00630 Maunula-Suursuo   (Helsinki ),..,3113,..,..
2013Q4,00640 Oulunkylä-Patola   (Helsinki ),..,3100,2659,..
2013Q4,00650 Veräjämäki   (Helsinki ),..,..,..,..
2013Q4,00660 Länsi-Pakila   (Helsinki ),..,..,..,..
2013Q4,00670 Paloheinä   (Helsinki ),..,..,..,3556
2013Q4,00680 Itä-Pakila   (Helsinki ),..,..,..,3695
2013Q4,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),..,..,..,..
2013Q4,00700 Malmi   (Helsinki ),..,3087,2547,..
2013Q4,00710 Pihlajamäki   (Helsinki ),..,2514,2551,..
2013Q4,00720 Pukinmäki-Savela   (Helsinki ),..,3340,2763,..
2013Q4,00730 Tapanila   (Helsinki ),..,..,..,3302
2013Q4,00740 Siltamäki   (Helsinki ),..,..,1867,3085
2013Q4,00750 Puistola   (Helsinki ),..,..,..,..
2013Q4,00760 Suurmetsä   (Helsinki ),..,..,..,..
2013Q4,00770 Jakomäki - Alppikylä   (Helsinki ),..,..,..,..
2013Q4,00780 Tapaninvainio   (Helsinki ),..,..,..,2996
2013Q4,00790 Viikki   (Helsinki ),..,4252,3734,..
2013Q4,00800 Länsi-Herttoniemi   (Helsinki ),..,3749,..,..
2013Q4,00810 Herttoniemi   (Helsinki ),..,4107,3827,..
2013Q4,00820 Roihuvuori   (Helsinki ),..,..,2579,..
2013Q4,00830 Tammisalo   (Helsinki ),..,..,..,..
2013Q4,00840 Laajasalo   (Helsinki ),..,3036,2821,..
2013Q4,00850 Jollas   (Helsinki ),..,..,..,..
2013Q4,00870 Etelä-Laajasalo   (Helsinki ),..,..,..,..
2013Q4,00890 Itäsalmi   (Helsinki ),..,..,..,..
2013Q4,00900 Puotinharju   (Helsinki ),..,..,2348,..
2013Q4,00910 Puotila   (Helsinki ),..,3023,2612,..
2013Q4,00920 Myllypuro   (Helsinki ),..,2712,2128,..
2013Q4,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,..,..,..
2013Q4,00940 Kontula - Vesala   (Helsinki ),..,2458,2050,..
2013Q4,00950 Vartioharju   (Helsinki ),..,..,..,..
2013Q4,00960 Pohjois-Vuosaari   (Helsinki ),3777,2719,..,..
2013Q4,00970 Mellunmäki   (Helsinki ),..,2606,2106,..
2013Q4,00980 Etelä-Vuosaari   (Helsinki ),..,..,2867,3290
2013Q4,00990 Aurinkolahti   (Helsinki ),..,4434,4122,..
2013Q4,01200 Hakunila   (Vantaa ),..,..,1805,2400
2013Q4,01230 Vaarala   (Vantaa ),..,..,..,..
2013Q4,01260 Itä-Hakkila   (Vantaa ),..,..,..,..
2013Q4,01280 Länsimäki   (Vantaa ),..,2346,..,2709
2013Q4,01300 Tikkurila   (Vantaa ),3739,2906,2883,2940
2013Q4,01340 Leinelä   (Vantaa ),..,..,..,..
2013Q4,01350 Hiekkaharju   (Vantaa ),..,2391,1770,..
2013Q4,01360 Koivukylä-Havukoski   (Vantaa ),..,2119,1919,..
2013Q4,01370 Jokiniemi   (Vantaa ),..,..,..,2704
2013Q4,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2013Q4,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,..
2013Q4,01400 Rekola   (Vantaa ),..,..,..,..
2013Q4,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2013Q4,01450 Korso   (Vantaa ),3075,2222,2336,2764
2013Q4,01480 Mikkola   (Vantaa ),..,..,1859,..
2013Q4,01510 Kirkonkylä-Veromäki   (Vantaa ),..,3842,..,..
2013Q4,01520 Tammisto   (Vantaa ),..,3734,3452,3564
2013Q4,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2013Q4,01600 Myyrmäki   (Vantaa ),..,2611,2150,..
2013Q4,01610 Kaivoksela   (Vantaa ),..,2895,2184,..
2013Q4,01620 Martinlaakso   (Vantaa ),3431,2441,2091,2700
2013Q4,01630 Hämeenkylä   (Vantaa ),..,..,..,..
2013Q4,01640 Hämevaara   (Vantaa ),..,..,..,..
